state,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv,25+_some_college/associate,25+_bachelor's,25+>bachelor
Hawaii ,2017,"123,797","8,019","50,218","55,144","10,416","997,744","34,495","42,636","280,494","204,452","106,987","216,993","111,687","206,064","197,164","63,331","181,837","173,488","67,513","356,093","328,389","117,151","253,750","221,572","80,685","41,518","27,415","32,674","40,163","50,803","67,836"
Idaho ,2017,"161,870","23,129","58,025","69,886","10,830","1,111,788","36,681","65,058","313,029","291,857","107,505","202,800","94,858","221,528","204,294","56,845","215,657","196,939","66,348","412,009","373,580","106,892","262,594","235,236","67,573","32,470","25,230","28,642","30,813","42,188","60,976"
Illinois ,2017,"1,199,876","155,690","350,882","540,668","152,636","8,707,057","424,494","525,386","2,272,174","1,794,526","692,672","1,829,903","1,167,902","1,765,429","1,630,904","727,260","1,647,140","1,477,989","636,886","3,346,893","2,986,688","1,105,393","1,947,595","1,661,596","528,266","41,505","24,957","31,161","36,756","56,643","73,296"
Indiana ,2017,"657,470","98,612","220,384","271,584","66,890","4,435,317","161,138","343,724","1,450,767","896,138","394,092","753,268","436,190","868,016","781,009","278,844","818,483","724,788","247,547","1,724,932","1,549,662","441,949","1,023,886","874,996","221,118","37,460","24,213","31,363","35,770","50,294","62,356"
Iowa ,2017,"321,452","33,800","91,121","159,564","36,967","2,093,909","65,578","100,027","639,230","440,516","242,738","406,630","199,190","392,787","365,871","137,608","374,473","344,875","132,759","802,025","746,822","216,996","524,624","470,736","118,457","40,006","26,975","31,973","36,707","50,840","64,908"
Kansas ,2017,"296,020","35,316","86,136","143,072","31,496","1,904,528","66,505","104,758","490,769","432,206","167,548","403,542","239,200","384,111","351,293","137,173","354,624","320,622","135,650","718,342","659,012","238,083","447,451","402,338","131,836","38,513","26,056","30,111","34,570","49,257","61,088"
Kentucky ,2017,"420,632","48,730","158,218","176,417","37,267","3,018,953","164,235","248,251","997,060","644,270","241,585","423,916","299,636","573,771","527,981","160,364","555,670","494,974","157,542","1,180,464","1,023,952","268,781","709,048","559,560","136,865","35,714","21,842","30,002","32,483","46,881","56,704"
Louisiana ,2017,"454,814","81,544","148,185","189,398","35,687","3,120,277","152,771","311,048","1,061,526","666,998","185,409","482,439","260,086","654,476","574,164","171,313","588,273","509,383","163,449","1,181,417","1,008,377","261,416","696,111","564,534","146,347","35,479","21,789","28,026","32,157","48,795","58,960"
Maine ,2017,"109,965","12,671","36,781","49,653","10,860","971,740","25,574","49,213","300,716","184,416","100,214","193,860","117,747","158,713","150,514","55,355","151,118","143,039","53,269","395,168","368,648","120,252","266,741","234,752","82,731","36,494","23,092","28,193","34,563","44,118","58,537"
Maryland ,2017,"537,623","56,430","167,249","241,383","72,561","4,167,604","165,505","254,504","1,020,828","788,808","285,379","889,090","763,490","837,271","763,965","348,426","772,536","696,115","348,535","1,655,211","1,506,797","644,378","902,586","780,718","311,241","50,160","26,309","35,409","42,707","61,640","82,432"
Massachusetts ,2017,"700,662","76,449","185,337","311,940","126,936","4,788,573","207,140","235,318","1,163,526","743,218","360,700","1,146,586","932,085","972,147","910,639","505,522","835,762","768,056","404,235","1,872,840","1,718,949","782,181","1,107,824","948,471","386,733","50,590","25,757","36,055","41,187","62,167","79,988"
Michigan ,2017,"967,140","119,587","305,104","440,245","102,204","6,819,310","192,884","427,082","1,969,839","1,594,025","649,916","1,201,375","784,189","1,266,361","1,167,148","424,146","1,157,393","1,060,335","387,852","2,730,443","2,515,002","766,868","1,665,113","1,456,859","406,698","38,116","21,773","30,065","34,761","51,527","70,518"
Minnesota ,2017,"500,408","60,244","138,410","230,024","71,730","3,778,416","114,437","147,197","938,908","788,988","426,760","888,880","473,246","758,807","711,944","319,899","701,136","652,723","288,868","1,459,569","1,373,677","505,099","858,904","778,438","248,260","43,424","25,012","31,965","40,043","56,347","72,143"
Mississippi ,2017,"310,206","47,970","95,371","144,532","22,333","1,959,341","94,490","211,478","595,611","431,185","198,080","265,220","163,277","362,723","312,377","79,407","377,902","330,665","93,271","752,997","647,515","163,280","465,719","362,816","92,539","32,374","22,273","26,845","31,594","41,706","54,539"
Missouri ,2017,"575,596","69,061","189,900","256,110","60,525","4,150,275","129,072","298,467","1,277,505","912,962","326,430","743,797","462,042","814,462","747,120","273,994","729,164","663,585","248,992","1,596,380","1,442,796","451,605","1,010,269","869,235","231,248","36,565","21,779","30,097","33,653","48,238","60,056"
Montana ,2017,"96,932","11,805","37,224","38,823","9,080","723,666","16,155","34,574","203,141","170,207","65,772","157,326","76,491","132,667","122,676","42,434","125,034","116,670","44,943","275,749","259,247","86,690","190,216","174,344","59,750","33,210","21,588","28,378","30,736","40,244","57,421"
Nebraska ,2017,"186,225","18,896","54,651","91,888","20,790","1,259,254","48,755","60,668","331,081","291,423","128,547","263,330","135,450","259,071","237,514","96,669","235,957","213,708","87,978","469,321","432,345","139,533","294,905","266,264","74,600","39,578","25,515","31,296","36,349","50,138","61,324"
Nevada ,2017,"250,902","37,432","101,302","97,793","14,375","2,063,180","107,354","165,663","592,846","518,529","165,508","340,110","173,170","436,060","385,594","104,534","400,006","344,040","101,642","768,435","661,262","188,153","458,679","399,267","118,951","36,423","26,840","31,208","36,581","48,974","65,557"
New Hampshire ,2017,"126,595","12,260","41,149","56,930","16,256","958,005","18,164","48,396","268,564","171,011","97,978","216,750","137,142","163,877","153,638","68,344","151,687","143,882","60,836","406,120","381,602","148,411","236,321","212,323","76,301","45,390","27,050","35,018","41,023","56,249","70,295"
New Jersey ,2017,"792,310","85,464","227,024","349,779","130,043","6,234,538","298,109","330,076","1,696,858","1,014,640","418,148","1,506,899","969,808","1,162,394","1,089,374","539,527","1,159,791","1,054,265","535,315","2,495,881","2,271,275","969,198","1,416,472","1,191,439","432,667","49,671","22,930","34,137","41,178","63,545","86,548"
New Mexico ,2017,"206,873","36,365","67,560","90,653","12,295","1,391,475","80,805","112,760","370,599","333,280","117,531","211,995","164,505","274,063","247,363","67,744","250,144","211,743","61,088","517,339","445,804","141,208","349,929","293,000","106,460","32,343","20,428","26,822","31,378","42,379","60,401"
New York ,2017,"1,874,770","212,967","492,130","852,254","317,419","13,821,132","842,286","1,012,659","3,634,065","2,133,828","1,218,132","2,794,920","2,185,242","2,923,367","2,651,959","1,311,673","2,471,713","2,174,063","1,018,700","5,265,003","4,587,028","1,748,865","3,161,049","2,553,137","900,924","42,525","22,323","31,190","38,580","60,027","75,012"
North Carolina ,2017,"981,044","133,754","303,646","446,194","97,450","6,991,185","314,734","539,055","1,800,555","1,487,938","658,224","1,406,739","783,940","1,352,154","1,219,077","468,044","1,305,272","1,148,751","467,683","2,703,761","2,409,213","830,865","1,629,998","1,360,355","424,087","36,420","21,705","27,936","32,357","50,105","61,504"
North Dakota ,2017,"86,353","7,269","27,522","39,453","12,109","495,904","13,936","21,087","130,900","111,306","66,236","108,045","44,394","114,379","109,563","44,475","89,406","85,750","34,649","179,450","168,981","49,137","112,669","96,587","24,178","41,527","29,167","36,102","39,714","50,270","61,798"
Ohio ,2017,"1,074,727","140,371","365,448","461,286","107,622","7,981,885","218,232","559,456","2,661,209","1,612,818","698,820","1,381,934","849,416","1,525,401","1,406,599","501,392","1,383,026","1,269,523","465,192","3,133,842","2,853,686","827,724","1,939,616","1,674,389","437,042","37,915","22,520","30,480","35,295","51,684","66,321"
Oklahoma ,2017,"382,967","58,141","130,899","165,963","27,964","2,586,414","104,975","204,039","804,245","603,902","208,717","437,243","223,293","538,461","483,919","143,712","486,405","428,305","131,470","960,416","849,325","242,116","601,132","515,851","143,238","35,198","24,007","27,987","32,900","46,203","56,850"
Oregon ,2017,"367,807","55,844","116,824","163,659","31,480","2,901,195","102,453","159,928","673,810","730,804","255,783","609,160","369,257","578,534","530,833","212,508","549,489","491,034","210,793","1,064,304","968,862","333,534","708,868","648,085","221,582","37,424","24,475","30,352","35,272","48,567","64,380"
Pennsylvania ,2017,"1,179,724","141,464","399,453","485,428","153,379","8,960,842","283,386","560,910","3,134,497","1,416,816","747,997","1,697,397","1,119,839","1,681,722","1,565,491","661,456","1,489,221","1,370,596","565,884","3,513,356","3,225,676","1,042,067","2,276,543","1,954,783","547,829","40,695","24,849","31,485","36,835","51,950","70,080"
Rhode Island ,2017,"115,698","9,656","37,279","56,409","12,354","736,969","37,301","48,991","220,613","124,664","58,876","149,699","96,825","145,756","135,171","52,982","123,187","113,723","49,359","291,454","256,988","94,056","176,572","144,795","50,127","42,886","24,243","34,055","39,598","55,749","75,258"
South Carolina ,2017,"478,798","62,143","159,895","213,744","43,016","3,443,851","139,309","295,539","1,016,072","698,438","330,153","607,024","357,316","648,479","578,485","187,421","619,763","547,441","191,068","1,309,792","1,158,571","349,711","865,817","724,506","236,140","33,596","20,823","27,178","31,865","46,928","56,616"
South Dakota ,2017,"81,879","11,646","23,449","37,080","9,704","574,559","16,831","30,795","176,709","126,282","62,204","109,803","51,935","116,061","106,756","35,440","99,981","92,233","31,046","216,631","202,394","59,203","141,886","125,550","36,049","35,955","25,976","30,721","34,346","44,805","57,922"
Tennessee ,2017,"619,279","76,587","219,736","263,904","59,052","4,588,453","200,536","359,348","1,488,080","953,734","332,593","790,840","463,322","905,358","834,732","292,448","841,848","755,269","264,394","1,770,847","1,558,566","452,090","1,070,400","880,002","245,230","35,588","21,842","28,641","33,632","46,779","60,242"
Texas ,2017,"2,790,087","417,459","926,602","1,205,734","240,292","18,149,346","1,473,004","1,496,019","4,552,676","3,932,201","1,323,957","3,510,311","1,861,178","4,122,739","3,640,816","1,276,751","3,833,039","3,193,168","1,209,407","6,728,076","5,592,587","1,949,572","3,465,492","2,753,752","935,759","38,425","22,860","30,398","36,452","54,211","70,427"
Utah ,2017,"349,704","35,852","110,535","180,021","23,296","1,827,035","50,122","93,413","408,078","469,981","172,999","416,804","215,638","453,438","422,012","155,537","424,179","391,323","163,284","614,223","561,893","206,258","335,195","308,272","107,363","38,828","27,134","31,280","34,534","47,092","70,156"
Vermont ,2017,"66,635","6,715","22,479","29,435","8,006","439,267","9,646","22,774","127,426","73,895","37,360","98,774","69,392","73,864","68,936","29,451","69,237","64,487","29,420","179,016","167,919","65,714","117,150","105,505","43,581","37,444","25,372","30,991","35,381","40,592","58,628"
Virginia ,2017,"822,718","79,532","253,857","379,272","110,057","5,779,221","240,260","353,117","1,396,487","1,095,931","456,210","1,270,190","967,026","1,165,166","1,084,730","487,047","1,107,730","1,008,786","482,964","2,234,721","2,020,869","855,674","1,271,604","1,071,459","411,531","44,823","24,777","31,165","37,428","58,191","80,946"
Washington ,2017,"657,042","91,816","206,590","285,228","73,408","5,101,968","189,334","254,629","1,128,284","1,203,615","514,987","1,130,392","680,727","1,105,343","1,022,222","419,137","977,367","883,029","380,595","1,901,499","1,743,355","647,388","1,117,759","1,009,399","363,999","45,115","25,668","34,196","39,947","59,662","76,407"
West Virginia ,2017,"163,104","20,272","64,420","67,419","10,993","1,279,350","58,192","107,069","526,652","238,487","90,494","156,378","102,078","208,597","190,618","51,804","220,633","201,542","50,638","499,548","439,399","96,239","350,572","282,530","59,775","32,951","20,106","27,296","32,200","43,516","53,919"
Wisconsin ,2017,"557,891","60,439","182,070","254,218","61,164","3,958,231","101,506","200,465","1,214,914","805,492","433,324","782,676","419,854","727,114","684,857","264,889","698,926","649,337","247,683","1,576,007","1,468,663","452,369","956,184","853,403","237,589","40,653","26,564","32,020","37,359","51,162","65,006"
Wyoming ,2017,"53,553","7,453","20,471","22,127","3,502","387,700","7,704","19,649","114,739","98,171","40,340","67,312","39,785","79,822","74,748","21,642","70,601","64,822","21,466","146,840","137,228","39,259","90,437","83,549","24,730","39,090","31,014","31,147","36,220","47,546","58,518"
