state,year,18-24_count,18-24<hs_grad,18-24_hs_grad/equiv,18-24_some_college/associate,18-24_bachelor/higher,25+_count,25+<9th_grade,25+_9th-12th_grade_nongrad,25+_hs_grad/equiv,25+_some_college,25+_associate's,25+_bachelor's,25+>bachelor,25-34_count,25-34_hs_grad/higher,25-34_bachelor/higher,35-44_count,35-44_hs_grad/higher,35-44_bachelor/higher,45-64_count,45-64_hs_grad/higher,45-64_bachelor/higher,65+_count,65+_hs_grad/higher,65+_bachelor/higher,25+_earnings,25+<hs_grad,25+_hs_grad/equiv,25+_some_college/associate,25+_bachelor's,25+>bachelor
Hawaii ,2012,"137,151",8.30%,39.50%,43.50%,8.70%,"952,281",4.30%,5.30%,28.30%,22.00%,10.00%,19.60%,10.50%,"199,308",94.40%,29.30%,"175,142",93.20%,31.80%,"367,408",92.10%,32.10%,"210,423",81.20%,25.80%,"36,030","21,673","29,797","34,077","44,847","60,084"
Idaho ,2012,"158,190",14.10%,33.10%,46.20%,6.70%,"1,012,786",4.10%,6.10%,27.70%,27.60%,9.00%,17.30%,8.20%,"210,429",90.80%,24.40%,"196,439",90.70%,27.20%,"394,886",91.00%,26.30%,"211,032",85.60%,23.40%,"29,142","20,534","22,708","27,033","38,563","59,350"
Illinois ,2012,"1,253,309",14.10%,27.40%,46.60%,11.90%,"8,558,895",5.60%,6.80%,27.00%,21.40%,7.60%,19.70%,12.00%,"1,782,088",90.30%,38.30%,"1,699,779",88.90%,36.20%,"3,381,316",89.30%,30.90%,"1,695,712",80.10%,21.50%,"36,888","20,616","27,219","34,384","50,919","66,698"
Indiana ,2012,"668,970",17.90%,29.50%,44.20%,8.40%,"4,278,945",4.00%,8.40%,35.30%,20.70%,8.10%,15.00%,8.40%,"831,240",88.60%,28.40%,"822,480",89.30%,27.00%,"1,735,799",89.50%,22.50%,"889,426",81.20%,17.30%,"32,150","19,425","27,577","31,354","43,844","58,506"
Iowa ,2012,"314,527",11.50%,26.00%,52.20%,10.40%,"2,036,993",3.20%,5.20%,32.30%,21.90%,11.10%,18.10%,8.20%,"389,631",93.20%,32.90%,"360,444",92.80%,32.50%,"817,300",93.40%,25.00%,"469,618",86.10%,18.40%,"34,257","21,889","28,013","32,198","44,862","59,587"
Kansas ,2012,"301,404",13.90%,28.00%,50.10%,8.10%,"1,863,224",3.70%,6.10%,27.30%,24.40%,8.00%,19.50%,10.90%,"383,049",89.80%,33.10%,"345,040",90.60%,34.40%,"740,911",91.90%,31.00%,"394,224",87.10%,23.20%,"33,443","21,582","26,408","31,134","42,863","56,650"
Kentucky ,2012,"426,975",14.40%,35.20%,43.30%,7.20%,"2,935,461",7.00%,9.30%,34.10%,20.70%,7.20%,12.90%,8.90%,"561,750",89.40%,25.70%,"567,749",88.40%,25.60%,"1,192,336",85.80%,21.40%,"613,626",70.20%,15.40%,"31,263","18,551","25,738","30,555","42,404","52,346"
Louisiana ,2012,"476,164",19.90%,31.20%,41.40%,7.50%,"3,006,605",6.00%,11.00%,34.30%,21.50%,5.30%,14.40%,7.50%,"644,935",84.50%,25.10%,"565,163",86.70%,24.50%,"1,198,757",84.90%,21.10%,"597,750",74.10%,18.00%,"31,951","18,668","27,227","30,616","46,018","54,659"
Maine ,2012,"116,188",11.50%,31.70%,47.30%,9.50%,"947,017",3.00%,5.50%,34.80%,19.80%,9.10%,18.10%,9.80%,"147,351",93.90%,28.10%,"161,719",94.20%,28.60%,"411,974",93.70%,28.80%,"225,973",84.40%,25.80%,"31,606","20,932","26,658","30,396","40,466","51,072"
Maryland ,2012,"569,493",12.30%,29.00%,46.50%,12.30%,"3,972,135",4.40%,6.60%,26.10%,19.80%,6.30%,20.00%,16.90%,"801,626",90.20%,39.90%,"775,962",90.90%,41.60%,"1,631,866",91.00%,36.60%,"762,681",81.80%,29.70%,"45,569","23,310","32,796","40,593","57,885","80,457"
Massachusetts ,2012,"688,280",11.00%,28.00%,46.30%,14.80%,"4,556,609",4.70%,5.70%,25.90%,16.80%,7.60%,22.20%,17.10%,"886,716",92.70%,48.40%,"856,995",92.30%,44.70%,"1,851,867",91.10%,38.40%,"961,031",81.60%,27.70%,"42,570","22,342","31,656","37,587","54,676","71,345"
Michigan ,2012,"994,719",14.00%,27.80%,49.90%,8.40%,"6,621,018",3.20%,7.60%,30.60%,23.90%,8.70%,16.00%,10.00%,"1,172,289",89.80%,29.20%,"1,225,386",91.20%,30.90%,"2,780,720",91.50%,25.60%,"1,442,623",82.50%,20.20%,"32,335","17,366","25,128","30,784","46,688","65,045"
Minnesota ,2012,"500,595",12.80%,25.40%,50.00%,11.80%,"3,600,744",3.10%,4.40%,26.40%,22.30%,10.60%,22.40%,10.80%,"737,436",93.10%,38.50%,"671,226",93.40%,39.20%,"1,462,172",94.80%,32.40%,"729,910",86.40%,23.90%,"38,143","20,910","29,086","35,339","50,065","65,002"
Mississippi ,2012,"325,289",17.90%,29.30%,47.70%,5.10%,"1,911,968",5.70%,12.00%,30.60%,22.70%,8.40%,13.00%,7.60%,"374,529",85.30%,21.90%,"375,050",87.80%,23.20%,"759,665",83.60%,20.30%,"402,724",72.10%,17.80%,"29,366","17,460","24,153","27,602","40,669","51,731"
Missouri ,2012,"594,641",13.80%,30.10%,47.60%,8.50%,"4,023,641",3.90%,8.10%,31.60%,22.80%,7.10%,16.70%,9.70%,"790,238",90.40%,31.50%,"731,535",89.80%,30.70%,"1,617,543",89.70%,26.10%,"884,325",80.90%,18.80%,"31,664","17,590","26,157","30,532","42,019","53,564"
Montana ,2012,"98,231",16.30%,30.30%,46.20%,7.20%,"686,770",2.00%,5.20%,29.70%,25.30%,8.40%,20.20%,9.20%,"123,950",92.80%,32.20%,"114,594",94.10%,32.00%,"289,641",94.70%,29.00%,"158,585",88.50%,26.00%,"29,895","18,022","24,383","27,232","35,804","51,802"
Nebraska ,2012,"185,815",12.50%,24.90%,51.70%,10.90%,"1,206,908",4.00%,5.50%,27.70%,24.10%,9.80%,19.30%,9.70%,"249,263",90.20%,33.70%,"222,995",90.30%,35.20%,"477,678",92.40%,28.90%,"256,972",87.40%,19.20%,"33,510","21,479","27,040","31,594","41,949","56,792"
Nevada ,2012,"253,867",21.10%,32.60%,40.40%,5.90%,"1,840,642",6.00%,9.10%,28.80%,26.20%,7.50%,14.80%,7.50%,"394,004",84.80%,22.40%,"380,539",83.50%,22.20%,"706,613",86.40%,22.10%,"359,486",83.50%,23.10%,"32,200","22,639","27,508","33,388","45,130","61,539"
New Hampshire ,2012,"125,813",10.40%,29.90%,49.20%,10.60%,"919,883",2.40%,5.80%,29.40%,18.40%,9.50%,21.90%,12.60%,"148,055",92.90%,38.40%,"168,883",94.20%,37.60%,"408,848",93.10%,35.10%,"194,097",86.20%,27.70%,"40,134","24,932","31,901","36,825","50,525","63,320"
New Jersey ,2012,"788,500",12.30%,28.70%,45.50%,13.40%,"6,049,352",5.30%,6.40%,28.70%,17.10%,6.20%,22.50%,13.80%,"1,128,566",90.70%,42.10%,"1,198,565",90.40%,42.10%,"2,471,907",90.50%,36.10%,"1,250,314",79.60%,25.60%,"44,731","21,560","31,989","40,288","59,550","81,057"
New Mexico ,2012,"209,360",21.40%,27.90%,45.90%,4.80%,"1,360,330",6.90%,8.70%,26.50%,23.60%,8.20%,14.90%,11.20%,"274,879",85.30%,21.50%,"248,118",86.20%,26.60%,"543,075",86.30%,27.80%,"294,258",78.70%,26.90%,"30,871","17,091","25,349","28,525","41,585","56,681"
New York ,2012,"1,999,490",13.00%,25.00%,47.40%,14.60%,"13,309,761",6.70%,8.00%,26.90%,16.50%,8.50%,19.00%,14.40%,"2,755,074",88.60%,42.10%,"2,537,255",87.10%,37.10%,"5,257,971",86.90%,31.70%,"2,759,461",77.40%,24.50%,"39,697","19,401","29,549","36,511","52,278","69,397"
North Carolina ,2012,"978,188",16.80%,28.60%,46.10%,8.50%,"6,489,883",5.80%,9.10%,27.10%,22.00%,8.70%,18.00%,9.30%,"1,252,143",86.40%,30.50%,"1,330,471",86.80%,30.40%,"2,560,569",87.90%,27.30%,"1,346,700",77.20%,21.60%,"31,390","17,431","25,368","30,227","43,806","56,312"
North Dakota ,2012,"87,626",8.80%,26.80%,55.90%,8.50%,"457,904",4.00%,4.30%,28.00%,23.50%,12.30%,19.60%,8.40%,"98,752",95.60%,35.30%,"77,584",96.10%,36.20%,"180,606",94.80%,26.80%,"100,962",79.00%,16.40%,"36,648","23,153","30,353","35,458","41,521","60,357"
Ohio ,2012,"1,113,584",14.70%,30.10%,46.30%,9.00%,"7,770,716",3.10%,8.10%,34.60%,20.90%,8.10%,16.00%,9.30%,"1,430,201",90.50%,30.70%,"1,429,099",92.10%,29.60%,"3,203,848",90.70%,24.80%,"1,707,568",80.90%,17.90%,"33,168","19,605","27,117","31,641","47,124","61,470"
Oklahoma ,2012,"391,080",16.20%,32.60%,44.00%,7.30%,"2,487,456",4.60%,8.80%,31.60%,24.00%,7.30%,15.80%,7.90%,"516,852",88.00%,25.40%,"467,408",87.60%,25.30%,"967,189",88.60%,24.30%,"536,007",81.20%,19.90%,"31,454","19,664","26,335","30,944","41,627","51,552"
Oregon ,2012,"366,835",12.50%,30.10%,49.50%,7.80%,"2,671,772",3.70%,6.40%,25.10%,26.70%,8.20%,18.60%,11.30%,"532,957",89.40%,31.00%,"505,210",89.30%,34.80%,"1,051,912",91.30%,28.90%,"581,693",88.20%,26.50%,"31,808","18,435","26,698","29,948","42,384","56,583"
Pennsylvania ,2012,"1,269,765",12.80%,32.30%,43.40%,11.50%,"8,756,317",3.60%,7.50%,36.80%,16.50%,7.90%,17.00%,10.90%,"1,572,037",91.60%,36.20%,"1,554,970",92.00%,33.00%,"3,587,380",91.40%,26.90%,"2,041,930",80.20%,19.00%,"35,909","20,835","28,483","33,238","48,200","64,775"
Rhode Island ,2012,"121,059",11.50%,27.70%,49.00%,11.80%,"712,271",6.40%,7.50%,27.90%,18.10%,8.80%,18.70%,12.80%,"128,901",90.30%,34.60%,"129,835",89.40%,37.40%,"294,710",88.30%,31.00%,"158,825",76.10%,24.60%,"37,479","22,339","29,099","35,428","52,221","66,004"
South Carolina ,2012,"491,131",16.10%,31.10%,45.40%,7.40%,"3,151,616",5.20%,10.00%,29.80%,21.10%,8.90%,16.00%,9.10%,"599,125",87.30%,27.00%,"600,579",88.40%,27.60%,"1,257,136",86.80%,24.90%,"694,776",76.20%,21.70%,"31,197","17,360","25,309","30,693","43,103","51,875"
South Dakota ,2012,"84,840",15.90%,27.70%,48.80%,7.70%,"544,292",4.30%,5.20%,32.70%,21.70%,9.90%,18.10%,8.10%,"110,630",92.40%,29.20%,"93,882",92.80%,30.90%,"218,688",93.50%,26.10%,"121,092",81.70%,20.20%,"31,526","21,369","26,924","31,261","38,959","48,323"
Tennessee ,2012,"625,553",12.60%,35.20%,43.50%,8.70%,"4,336,473",5.70%,9.10%,33.10%,21.30%,6.50%,15.70%,8.60%,"843,449",88.80%,28.30%,"848,687",89.00%,27.90%,"1,723,616",87.10%,23.80%,"920,721",74.60%,18.10%,"31,292","17,721","25,542","30,710","42,459","54,741"
Texas ,2012,"2,687,649",17.80%,30.10%,44.60%,7.50%,"16,390,379",9.20%,9.40%,25.20%,22.90%,6.60%,17.70%,9.00%,"3,751,515",84.50%,26.80%,"3,559,090",81.70%,28.60%,"6,242,052",82.00%,27.20%,"2,837,722",75.80%,23.30%,"33,528","18,998","26,576","33,133","50,613","64,294"
Utah ,2012,"326,764",12.70%,28.90%,51.30%,7.10%,"1,641,335",3.00%,6.00%,23.10%,27.50%,9.70%,20.30%,10.40%,"445,114",91.50%,30.10%,"356,774",90.10%,33.00%,"567,565",91.70%,30.30%,"271,882",90.00%,29.80%,"33,915","20,895","27,917","30,803","42,334","61,972"
Vermont ,2012,"67,174",10.00%,25.90%,53.70%,10.40%,"434,948",2.90%,5.40%,30.50%,16.40%,9.00%,21.90%,13.90%,"70,300",92.10%,35.80%,"73,424",95.00%,41.10%,"192,735",93.60%,36.60%,"98,489",85.00%,30.10%,"34,275","20,928","28,529","33,011","40,646","51,410"
Virginia ,2012,"826,469",11.50%,30.90%,46.40%,11.30%,"5,504,766",5.00%,7.10%,25.30%,20.00%,7.20%,20.60%,14.90%,"1,138,612",91.80%,39.10%,"1,103,601",90.80%,40.00%,"2,200,420",89.00%,35.30%,"1,062,133",78.30%,27.10%,"40,098","20,503","27,973","35,960","52,607","76,169"
Washington ,2012,"666,124",15.70%,30.00%,44.50%,9.80%,"4,645,859",4.00%,5.60%,23.70%,25.40%,9.60%,20.30%,11.30%,"970,606",90.30%,31.70%,"915,538",89.90%,34.00%,"1,852,097",91.90%,31.70%,"907,618",87.90%,29.20%,"37,759","20,998","30,418","35,563","51,658","66,796"
West Virginia ,2012,"174,992",13.70%,35.80%,42.70%,7.80%,"1,296,201",5.60%,9.90%,40.60%,19.00%,6.30%,11.40%,7.30%,"218,051",90.10%,24.10%,"230,967",89.10%,21.40%,"536,079",86.40%,18.50%,"311,104",73.90%,13.10%,"30,980","18,605","26,175","29,723","40,133","52,912"
Wisconsin ,2012,"555,478",12.60%,30.20%,47.70%,9.60%,"3,854,170",3.30%,5.90%,32.40%,21.20%,10.00%,17.90%,9.30%,"734,480",92.00%,31.70%,"698,135",92.70%,32.40%,"1,597,525",92.90%,26.90%,"824,030",83.80%,19.20%,"35,036","20,282","28,560","32,206","46,204","60,619"
Wyoming ,2012,"58,860",15.10%,30.70%,48.10%,6.20%,"380,942",2.30%,6.00%,30.40%,26.60%,10.00%,16.90%,7.80%,"80,079",92.60%,23.40%,"68,921",92.70%,26.40%,"156,892",93.60%,26.60%,"75,050",85.90%,20.70%,"35,739","22,244","31,693","32,369","41,869","60,222"
